cnt,cnt_ben,cnt_mal,proc,proc_chain
6,1,5,certutil.exe,unknown_process.exe => unknown_process.tmp => certutil.exe
3,0,3,certutil.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => certutil.exe
1,0,1,certutil.exe,unknown_process.exe => unknown_process.tmp => cscript.exe => certutil.exe
10,0,10,certutil.exe,wscript.exe => cmd.exe => certutil.exe
4,0,4,certutil.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => certutil.exe
1,0,1,certutil.exe,wscript.exe => wscript.exe => eventvwr.exe => cmd.exe => certutil.exe
3,0,3,certutil.exe,wscript.exe => certutil.exe
21,0,21,certutil.exe,unknown_process.exe => unknown_process.exe => certutil.exe
3,0,3,control.exe,winword.exe => cmd.exe => powershell.exe => unknown_process.exe => control.exe
1,0,1,control.exe,sort.exe => control.exe
1,0,1,control.exe,control.exe
1,1,0,control.exe,iexplore.exe => iexplore.exe => msdt.exe => control.exe
3,0,3,control.exe,unknown_process.exe => cmd.exe => cmd.exe => control.exe
27,1,26,control.exe,unknown_process.exe => control.exe
1,0,1,control.exe,cmd.exe => cmd.exe => control.exe
1,0,1,control.exe,unknown_process.exe => unknown_process.exe => control.exe
1,0,1,control.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => control.exe
1,0,1,control.exe,unknown_process.exe => explorer.exe => control.exe
2,0,2,control.exe,winword.exe => powershell.exe => unknown_process.exe => control.exe
1,0,1,control.exe,unknown_process.exe => cmd.exe => control.exe
3,0,3,control.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => control.exe
1,0,1,installutil.exe,unknown_process.exe => installutil.exe => unknown_process.exe => installutil.exe
1,0,1,installutil.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => installutil.exe
1,0,1,installutil.exe,installutil.exe
2,0,2,installutil.exe,unknown_process.exe => cmd.exe => installutil.exe
2,0,2,installutil.exe,unknown_process.exe => unknown_process.exe => installutil.exe
7,0,7,installutil.exe,unknown_process.exe => installutil.exe
2,0,2,wscript.exe,mshta.exe => cmd.exe => wscript.exe
1,0,1,wscript.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => wscript.exe
1,0,1,wscript.exe,setup.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe
8,0,8,wscript.exe,unknown_process.exe => wscript.exe => cmd.exe => wscript.exe
182,0,182,wscript.exe,unknown_process.exe => cmd.exe => wscript.exe
39,0,39,wscript.exe,unknown_process.exe => unknown_process.exe => wscript.exe
13,0,13,wscript.exe,excel.exe => cmd.exe => wscript.exe
2,0,2,wscript.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => notepad.exe => wscript.exe
2,0,2,wscript.exe,wscript.exe => cmd.exe => wscript.exe
6,0,6,wscript.exe,winword.exe => wscript.exe
1,0,1,wscript.exe,shellexperiencehost.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe
2,0,2,wscript.exe,unknown_process.exe => svchost.exe => wscript.exe
1,0,1,wscript.exe,setup.exe => wscript.exe
2,0,2,wscript.exe,unknown_process.exe => mshta.exe => wscript.exe
2,0,2,wscript.exe,setup.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => svchost.exe => wscript.exe
1,0,1,wscript.exe,wscript.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => wscript.exe => unknown_process.exe => wscript.exe
3,0,3,wscript.exe,unknown_process.exe => wscript.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => winlogon.exe => cmd.exe => wscript.exe
110,0,110,wscript.exe,wscript.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => unknown_process.exe => explorer.exe => wscript.exe
1,0,1,wscript.exe,explorer.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => unknown_process.tmp => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => notepad.exe => regsvr32.exe => wscript.exe
3,0,3,wscript.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => explorer.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => cmd.exe => wscript.exe => regsvr32.exe => rundll32.exe => cmd.exe => wscript.exe
7,7,0,wscript.exe,cmd.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => unknown_process.exe => wscript.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.exe => unknown_process.exe => wscript.exe => unknown_process.exe => wscript.exe
3,0,3,wscript.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe
1,0,1,wscript.exe,unknown_process => unknown_process => wscript.exe
1,0,1,wscript.exe,mshta.exe => cmd.exe => powershell.exe => wscript.exe
1,0,1,wscript.exe,unknown_process.1532508752ga_cndirect_downloadg => wscript.exe
1,0,1,wscript.exe,setup.exe => unknown_process.exe => unknown_process.exe => wscript.exe
5,0,5,wscript.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => unknown_process.exe => wscript.exe
4,0,4,wscript.exe,winword.exe => cmd.exe => wscript.exe
138,0,138,wscript.exe,unknown_process.exe => wscript.exe
1282,1282,0,wscript.exe,wscript.exe
7,0,7,wscript.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => wscript.exe
1,0,1,wscript.exe,setup.exe => wscript.exe => cmd.exe => wscript.exe
2,0,2,wscript.exe,install.exe => unknown_process.exe => wscript.exe
5,0,5,wscript.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,cmd.exe => cmd.exe => wscript.exe
3,0,3,wscript.exe,excel.exe => unknown_process.exe => unknown_process.exe => wscript.exe
1,0,1,wscript.exe,powershell.exe => unknown_process.exe => wscript.exe
37,0,37,wscript.exe,setup.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe
7,0,7,wscript.exe,wscript.exe => wscript.exe => wscript.exe
2,0,2,wscript.exe,excel.exe => wscript.exe
4,0,4,wscript.exe,unknown_process => wscript.exe
1,0,1,wscript.exe,wscript.exe => unknown_process.exe => wscript.exe => wscript.exe
2,0,2,wscript.exe,winword.exe => powershell.exe => wscript.exe
1,0,1,wscript.exe,winword.exe => unknown_process.exe => unknown_process.exe => explorer.exe => wscript.exe
1,0,1,wscript.exe,wscript.exe => cmd.exe => powershell.exe => wscript.exe
2,0,2,wscript.exe,iexplore.exe => iexplore.exe => cmd.exe => wscript.exe
6,0,6,wscript.exe,wscript.exe => eventvwr.exe => wscript.exe
1,0,1,wscript.exe,installutil.exe => cmd.exe => wscript.exe
2,0,2,csc.exe,vbc.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => wscript.exe => unknown_process.exe => mshta.exe => unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe => powershell.exe => csc.exe
12,0,12,csc.exe,powershell.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,winword.exe => powershell.exe => powershell.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => setup.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,excel.exe => powershell.exe => powershell.exe => powershell.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => regasm.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,cmd.exe => powershell.exe => powershell.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,wifitask.exe => wifitask.exe => wifitask.exe => csc.exe
2,0,2,csc.exe,unknown_process.exe => cmd.exe => powershell.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => vbc.exe => unknown_process.exe => unknown_process.exe => csc.exe
171,0,171,csc.exe,unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,powershell.exe => powershell.exe => powershell.exe => csc.exe
21,0,21,csc.exe,unknown_process.exe => unknown_process.exe => csc.exe
2,0,2,csc.exe,powershell.exe => powershell.exe => csc.exe
3,0,3,csc.exe,unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe => powershell.exe => csc.exe
1,0,1,csc.exe,excel.exe => cmd.exe => powershell.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => powershell.exe => unknown_process.exe => csc.exe
2,0,2,csc.exe,powerpnt.exe => csc.exe
1,0,1,csc.exe,unknown_process => csc.exe
2,0,2,csc.exe,unknown_process.exe => powershell.exe => powershell.exe => powershell.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => rundll32.exe => powershell.exe => csc.exe
2,0,2,csc.exe,csc.exe
1,0,1,csc.exe,excel.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,0,1,csc.exe,unknown_process.exe => cmd.exe => powershell.exe => powershell.exe => csc.exe
2,0,2,csc.exe,wscript.exe => powershell.exe => csc.exe
1,0,1,csc.exe,setup.exe => csc.exe
7,0,7,csc.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => csc.exe
1,1,0,syncappvpublishingserver.exe,syncappvpublishingserver.exe
4,0,4,hh.exe,unknown_process.exe => hh.exe
14,14,0,hh.exe,hh.exe
1,0,1,extrac32.exe,unknown_process.exe => cmd.exe => extrac32.exe
5,0,5,regsvr32.exe,unknown_process => unknown_process => regsvr32.exe
4,0,4,regsvr32.exe,unknown_process.exe => regsvr32.exe => regsvr32.exe
1,0,1,regsvr32.exe,cmstp.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => notepad.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => wscript.exe => cmd.exe => unknown_process.exe => regsvr32.exe
86,0,86,regsvr32.exe,unknown_process.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => setup.exe => unknown_process.exe => regsvr32.exe
1,0,1,regsvr32.exe,cmstp.exe => regsvr32.exe => regsvr32.exe
19,2,17,regsvr32.exe,unknown_process.exe => unknown_process.exe => regsvr32.exe
2,0,2,regsvr32.exe,wscript.exe => regsvr32.exe
3,0,3,regsvr32.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => regsvr32.exe
1,0,1,regsvr32.exe,mshta.exe => powershell.exe => regsvr32.exe
139,1,138,regsvr32.exe,unknown_process.exe => unknown_process.tmp => regsvr32.exe
2,0,2,regsvr32.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvr32.exe
1,0,1,regsvr32.exe,setup.exe => unknown_process.tmp => cmd.exe => unknown_process.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvr32.exe => regsvr32.exe
10,0,10,regsvr32.exe,regsvr32.exe
4,0,4,regsvr32.exe,unknown_process.exe => unknown_process.exe => regsvr32.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => unknown_process.instal => regsvr32.exe
7,0,7,regsvr32.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => regsvr32.exe
3,0,3,regsvr32.exe,excel.exe => regsvr32.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => regsvr32.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => wscript.exe => cmd.exe => regsvr32.exe
10,0,10,regsvr32.exe,unknown_process.exe => unknown_process.tmp => regsvr32.exe => regsvr32.exe
2,0,2,regsvr32.exe,setup.exe => unknown_process.tmp => regsvr32.exe
2,0,2,regsvr32.exe,unknown_process.exe => uninst.exe => regsvr32.exe
1,0,1,regsvr32.exe,unknown_process.exe => cmd.exe => wscript.exe => regsvr32.exe
12,0,12,regsvr32.exe,unknown_process.exe => cmd.exe => regsvr32.exe
3,0,3,regsvr32.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvr32.exe
1,0,1,regsvr32.exe,setup.exe => regsvr32.exe
3,0,3,regsvr32.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => regsvr32.exe => regsvr32.exe
5,0,5,regsvr32.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => regsvr32.exe
3,0,3,regsvr32.exe,excel.exe => regsvr32.exe
2,0,2,regsvr32.exe,unknown_process.exe => rundll32.exe => regsvr32.exe
2,0,2,makecab.exe,winword.exe => powershell.exe => unknown_process.exe => control.exe => explorer.exe => makecab.exe
1,0,1,makecab.exe,winword.exe => cmd.exe => powershell.exe => unknown_process.exe => explorer.exe => makecab.exe
3,0,3,makecab.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => control.exe => explorer.exe => makecab.exe
4,0,4,makecab.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => explorer.exe => makecab.exe
2,0,2,makecab.exe,cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe => makecab.exe
4,0,4,makecab.exe,unknown_process.exe => explorer.exe => makecab.exe
1,0,1,makecab.exe,winword.exe => unknown_process.exe => explorer.exe => makecab.exe
9,0,9,makecab.exe,winword.exe => powershell.exe => unknown_process.exe => explorer.exe => makecab.exe
1,0,1,makecab.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => pkgmgr.exe => makecab.exe
3,0,3,makecab.exe,unknown_process.exe => control.exe => explorer.exe => makecab.exe
2,1,1,wab.exe,wab.exe
3,0,3,wab.exe,unknown_process.exe => wab.exe
1,0,1,wab.exe,wab.exe => wab.exe
1,0,1,msxsl.exe,unknown_process.exe => regsvr32.exe => msxsl.exe
6,0,6,bitsadmin.exe,unknown_process.exe => cmd.exe => bitsadmin.exe
174,0,174,bitsadmin.exe,wscript.exe => cmd.exe => bitsadmin.exe
12,0,12,bitsadmin.exe,excel.exe => cmd.exe => wscript.exe => cmd.exe => bitsadmin.exe
4,0,4,bitsadmin.exe,wscript.exe => powershell.exe => cmd.exe => bitsadmin.exe
2,0,2,bitsadmin.exe,winword.exe => cmd.exe => bitsadmin.exe
1,1,0,bitsadmin.exe,cmd.exe => bitsadmin.exe
3,0,3,bitsadmin.exe,powershell.exe => cmd.exe => bitsadmin.exe
3,0,3,expand.exe,unknown_process.exe => cmd.exe => expand.exe
4,0,4,expand.exe,expand.exe
4,0,4,expand.exe,cmd.exe => expand.exe
14,0,14,findstr.exe,unknown_process.exe => unknown_process.exe => cmd.exe => findstr.exe
65,0,65,findstr.exe,unknown_process.exe => cmd.exe => findstr.exe
18,0,18,findstr.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => findstr.exe
3,0,3,findstr.exe,winword.exe => wscript.exe => cmd.exe => findstr.exe
5,0,5,findstr.exe,powershell.exe => findstr.exe
6,0,6,findstr.exe,unknown_process.exe => cmd.exe => cmd.exe => unknown_process.exe => cmd.exe => findstr.exe
2,0,2,findstr.exe,cmd.exe => findstr.exe
6,0,6,findstr.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => cmd.exe => findstr.exe
1,0,1,findstr.exe,unknown_process.exe => wscript.exe => cmd.exe => powershell.exe => findstr.exe
1,0,1,findstr.exe,unknown_process.exe => cmd.exe => powershell.exe => findstr.exe
1,1,0,findstr.exe,install.exe => cmd.exe => findstr.exe
10,0,10,findstr.exe,unknown_process.exe => cmd.exe => cmd.exe => findstr.exe
1,0,1,findstr.exe,winword.exe => powershell.exe => findstr.exe
1,0,1,findstr.exe,wscript.exe => unknown_process.exe => cmd.exe => findstr.exe
2,0,2,cscript.exe,wscript.exe => unknown_process.exe => cmd.exe => cscript.exe
3,3,0,cscript.exe,wscript.exe => cscript.exe
394,0,394,cscript.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
14,0,14,cscript.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
1,0,1,cscript.exe,powershell.exe => cscript.exe
1,0,1,cscript.exe,unknown_process.exe => wscript.exe => cmd.exe => cscript.exe
1,0,1,cscript.exe,unknown_process.exe => explorer.exe => cscript.exe
6,0,6,cscript.exe,cscript.exe
2,0,2,cscript.exe,wscript.exe => unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe => cscript.exe
1,0,1,cscript.exe,unknown_process.exe => cmd.exe => cmd.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => cmd.exe => cmd.exe => cscript.exe => cmd.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => vbc.exe => unknown_process.exe => cmd.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => wscript.exe => unknown_process.exe => cmd.exe => cscript.exe
1003,0,1003,cscript.exe,unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
16,0,16,cscript.exe,cmd.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => vbc.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
4,0,4,cscript.exe,unknown_process.exe => vbc.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
1,0,1,cscript.exe,wscript.exe => cmd.exe => cscript.exe
3,0,3,cscript.exe,unknown_process.exe => unknown_process.tmp => cscript.exe
25,0,25,cscript.exe,unknown_process.exe => cscript.exe
1,0,1,cscript.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => cscript.exe
2,0,2,cscript.exe,wscript.exe => unknown_process.exe => wscript.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
1,0,1,cscript.exe,unknown_process.exe => iexplore.exe => cscript.exe
4,0,4,cscript.exe,wscript.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => unknown_process.exe => explorer.exe => cscript.exe
10,0,10,cscript.exe,unknown_process.exe => mshta.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => wscript.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
1,0,1,cscript.exe,unknown_process.exe => cscript.exe => cscript.exe
690,0,690,cscript.exe,unknown_process.exe => cmd.exe => cscript.exe
2,0,2,cscript.exe,unknown_process.exe => unknown_process.exe => cscript.exe
2,0,2,cscript.exe,explorer.exe => wscript.exe => cmd.exe => cscript.exe
20,0,20,cscript.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => cscript.exe
1,0,1,powershell.exe,wscript.exe => wscript.exe => powershell.exe
1,0,1,powershell.exe,unknown_process.exe => cmd.exe => cmd.exe => cmd.exe => powershell.exe
1,0,1,powershell.exe,unknown_process.exe => cmd.exe => cmd.exe => cmd.exe => powershell.exe => powershell.exe
